GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,386361.2497,386361.24970,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,314634.6494,314634.64940,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,262149.3214,262149.32140,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,199756.3343,199756.33430,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,191616.8085,191616.80850,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,394817.3002,394817.30020,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,364556.1723,364556.17230,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,323630.6944,323630.69440,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,272551.5,272551.50000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,444582.0829,444582.08290,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,429597.507,429597.50700,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,409960.5832,409960.58320,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,382896.8386,382896.83860,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,347805.0136,347805.01360,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,466849.6374,466849.63740,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,459638.2714,459638.27140,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,450010.776,450010.77600,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,436253.0579,436253.05790,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,4645179.715,4645179.71500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,4179632.656,4179632.65600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,3720852.009,3720852.00900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,3270645.238,3270645.23800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,5525329.588,5525329.58800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,5048829.142,5048829.14200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,4575740.42,4575740.42000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,4107822.73,4107822.73000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,6945883.256,6945883.25600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,6559797.348,6559797.34800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,6079018.028,6079018.02800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,5599252.679,5599252.67900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,145243.6657,145243.66570,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,MLE,Male,,,,,,,,6862414.187,6862414.18700,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,6765005.834,6765005.83400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,6377955.9,6377955.90000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,460499.5451,460499.54510,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,256164.7022,256164.70220,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,112216.0876,112216.08760,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,MLE,Male,,,,,,,,6975737.096,6975737.09600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,1460151.753,1460151.75300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,1094853.544,1094853.54400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,770753.842,770753.84200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,497942.306,497942.30600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,283797.2354,283797.23540,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,2947615.368,2947615.36800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2504532.888,2504532.88800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,2072980.654,2072980.65400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,1658101.523,1658101.52300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,3717510.968,3717510.96800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,3257550.256,3257550.25600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,2805414.518,2805414.51800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2363456.025,2363456.02500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,4719594.451,4719594.45100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,4244351.719,4244351.71900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,3773247.104,3773247.10400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,3307422.681,3307422.68100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,6063272.421,6063272.42100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,5579567.497,5579567.49700,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,5097632.902,5097632.90200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,4618268.016,4618268.01600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,7130801.324,7130801.32400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,6643940.618,6643940.61800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,6157673.11,6157673.11000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,5672244.245,5672244.24500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,7322090.204,7322090.20400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,7225121.523,7225121.52300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,6840446.792,6840446.79200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,6361813.612,6361813.61200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,734573.1755,734573.17550,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,457424.4202,457424.42020,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,237033.5942,237033.59420,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,7238498.795,7238498.79500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,7141206.808,7141206.80800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,1325006.942,1325006.94200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,968157.1135,968157.11350,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,653522.4642,653522.46420,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,391373.1427,391373.14270,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,2166236.869,2166236.86900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,1748617.548,1748617.54800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,1353800.247,1353800.24700,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,989244.0751,989244.07510,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,2900037.484,2900037.48400,,,,,
